일차,구역ID,구역명,고객분류,에이전트ID,상품명,가격,체류시간,시간대
6,beverage,음료,adult_female,2759,커피,1500,9.7,13시
6,ice6,아이스크림6,adult_female,2759,하드보스,1200,16.2,13시
6,ice4,아이스크림4,adult_female,2759,아이스케이크,2500,10.1,13시
6,ice6,아이스크림6,minor_male,2760,구구콘,1200,18.2,16시
6,ice5,아이스크림5,minor_male,2760,수박바,600,11.5,16시
6,snack1,과자1,minor_male,2760,크래커,1200,4.4,16시
6,beverage,음료,minor_male,2760,카페라떼,2000,3.1,16시
6,ice4,아이스크림4,minor_male,2760,아이스케이크,2500,9.3,16시
6,ice3,아이스크림3,adult_female,2761,빵빠레,1400,7.8,16시
6,ice5,아이스크림5,adult_female,2761,카나페,1200,3.6,16시
6,ice4,아이스크림4,adult_female,2761,대용량아이스,1500,19.9,16시
6,ice1,아이스크림1,adult_male,2762,죠스바,700,5.0,16시
6,beverage,음료,adult_male,2762,커피,1500,5.6,16시
6,ice3,아이스크림3,adult_male,2763,부라보콘,1200,7.8,18시
6,ice1,아이스크림1,adult_male,2763,스크류바,600,6.4,18시
6,beverage,음료,adult_male,2763,커피,1500,5.7,18시
6,ice4,아이스크림4,adult_male,2764,대용량아이스,1500,15.7,15시
6,ice5,아이스크림5,adult_male,2765,설레임,1200,9.4,16시
6,ice2,아이스크림2,adult_male,2766,나뚜루파인트,3000,13.7,13시
6,snack1,과자1,adult_male,2766,크래커,1200,5.5,13시
6,ice5,아이스크림5,adult_male,2766,수박바,600,3.4,13시
6,snack1,과자1,minor_male,2767,초코과자,1800,4.3,13시
6,beverage,음료,minor_male,2767,커피,1500,9.3,13시
6,ice5,아이스크림5,minor_male,2768,카나페,1200,7.2,19시
6,snack1,과자1,minor_male,2768,크래커,1200,4.3,19시
6,ice3,아이스크림3,minor_male,2768,구구콘,1200,5.0,19시
6,beverage,음료,minor_female,2769,카페라떼,2000,9.6,13시
6,snack1,과자1,minor_female,2769,초코과자,1800,8.4,13시
6,ice3,아이스크림3,adult_female,2770,메로나,600,5.0,13시
6,ice5,아이스크림5,adult_female,2770,카나페,1200,5.7,13시
6,ice1,아이스크림1,adult_female,2770,쮸쮸바,400,8.9,13시
6,ice2,아이스크림2,adult_female,2770,투게더,2500,7.6,13시
6,beverage,음료,adult_female,2771,아메리카노,2000,7.6,11시
6,ice6,아이스크림6,adult_female,2771,빵빠레,1200,8.3,11시
6,ice4,아이스크림4,adult_female,2771,프리미엄하드,1800,15.7,11시
6,snack1,과자1,minor_male,2772,새우과자,1500,10.0,13시
6,ice6,아이스크림6,minor_male,2772,월드콘,1200,6.2,13시
6,ice4,아이스크림4,minor_male,2772,투게더대,2000,8.4,13시
6,snack2,과자2,minor_female,2773,사탕,300,7.7,11시
6,ice4,아이스크림4,minor_female,2773,대용량아이스,1500,9.0,11시
6,ice2,아이스크림2,minor_female,2773,아이스세트,2800,14.7,11시
6,ice4,아이스크림4,adult_male,2774,프리미엄하드,1800,13.5,13시
6,ice2,아이스크림2,adult_male,2774,하겐다즈,3500,6.1,13시
6,snack1,과자1,minor_male,2775,크래커,1200,5.2,15시
6,ice5,아이스크림5,minor_male,2775,수박바,600,8.7,15시
6,ice4,아이스크림4,minor_male,2775,아이스케이크,2500,16.1,15시
6,ice6,아이스크림6,adult_male,2776,월드콘,1200,12.3,12시
6,beverage,음료,adult_female,2777,포카리스웨트,1800,7.4,12시
6,ice5,아이스크림5,adult_female,2777,스크류바,600,4.5,12시
6,ice2,아이스크림2,adult_female,2777,메로나4입,2400,8.1,12시
6,snack1,과자1,minor_male,2778,새우과자,1500,7.3,16시
6,snack2,과자2,minor_male,2778,사탕,300,16.2,16시
6,ice4,아이스크림4,minor_male,2778,투게더대,2000,10.2,16시
6,ice5,아이스크림5,minor_male,2779,스크류바,600,5.0,21시
6,beverage,음료,adult_female,2780,카페라떼,2000,6.0,21시
6,ice4,아이스크림4,adult_female,2780,대용량아이스,1500,15.9,21시
6,ice5,아이스크림5,minor_female,2781,탱크보이,800,3.1,16시
6,snack1,과자1,minor_female,2781,초코과자,1800,8.0,16시
6,ice5,아이스크림5,adult_female,2782,카나페,1200,11.2,21시
6,ice2,아이스크림2,adult_female,2782,하겐다즈,3500,13.9,21시
6,ice3,아이스크림3,adult_female,2783,메로나,600,10.5,21시
6,beverage,음료,adult_female,2783,포카리스웨트,1800,3.6,21시
6,ice6,아이스크림6,adult_female,2783,아이스샌드,1800,14.9,21시
6,snack2,과자2,adult_female,2783,바나나킥,500,10.9,21시
6,ice5,아이스크림5,adult_male,2784,수박바,600,5.4,10시
6,ice2,아이스크림2,adult_male,2785,나뚜루파인트,3000,11.9,13시
6,ice4,아이스크림4,adult_male,2786,투게더대,2000,14.7,15시
6,beverage,음료,adult_female,2787,카페라떼,2000,5.3,14시
6,ice3,아이스크림3,adult_female,2787,비비빅,1400,7.4,14시
6,ice5,아이스크림5,adult_female,2787,수박바,600,6.4,14시
6,ice1,아이스크림1,adult_female,2787,쮸쮸바,400,8.2,14시
6,ice6,아이스크림6,adult_female,2787,아이스샌드,1800,19.2,14시
6,ice5,아이스크림5,adult_female,2788,수박바,600,8.5,19시
6,ice3,아이스크림3,adult_female,2788,메로나,600,10.3,19시
6,ice2,아이스크림2,adult_female,2788,아이스세트,2800,13.9,19시
6,ice1,아이스크림1,adult_female,2788,쮸쮸바,400,5.4,19시
6,ice5,아이스크림5,adult_female,2789,설레임,1200,8.2,18시
6,ice4,아이스크림4,adult_female,2789,대용량아이스,1500,18.4,18시
6,ice5,아이스크림5,minor_male,2790,수박바,600,7.4,13시
6,snack1,과자1,minor_male,2790,초코과자,1800,3.1,13시
6,beverage,음료,minor_male,2790,아메리카노,2000,6.7,13시
6,ice5,아이스크림5,minor_male,2791,카나페,1200,6.6,12시
6,snack1,과자1,minor_male,2791,콘스낵,1200,6.1,12시
6,beverage,음료,minor_male,2791,포카리스웨트,1800,9.3,12시
6,beverage,음료,adult_female,2792,아메리카노,2000,6.1,11시
6,ice3,아이스크림3,adult_female,2792,비비빅,1400,10.4,11시
6,ice4,아이스크림4,adult_female,2792,아이스케이크,2500,17.3,11시
6,ice6,아이스크림6,adult_female,2793,월드콘,1200,5.2,17시
6,ice3,아이스크림3,adult_female,2794,빵빠레,1400,11.1,13시
6,snack2,과자2,adult_female,2794,꼬깔콘,800,11.3,13시
6,ice4,아이스크림4,adult_female,2794,아이스케이크,2500,17.1,13시
6,snack1,과자1,minor_female,2795,크래커,1200,8.4,13시
6,ice2,아이스크림2,minor_female,2795,아이스세트,2800,7.7,13시
6,ice4,아이스크림4,adult_male,2796,대용량아이스,1500,16.1,16시
6,ice3,아이스크림3,adult_male,2796,구구콘,1200,5.0,16시
6,ice2,아이스크림2,minor_male,2797,나뚜루파인트,3000,11.5,17시
6,beverage,음료,adult_male,2798,카페라떼,2000,8.8,13시
6,ice5,아이스크림5,adult_male,2798,설레임,1200,5.9,13시
6,ice5,아이스크림5,minor_female,2799,수박바,600,4.8,13시
6,ice4,아이스크림4,minor_female,2799,대용량아이스,1500,12.9,13시
6,snack1,과자1,minor_female,2799,초코과자,1800,5.3,13시
6,ice3,아이스크림3,adult_male,2800,메로나,600,10.5,13시
6,snack1,과자1,minor_male,2801,콘스낵,1200,6.8,14시
6,ice4,아이스크림4,minor_male,2801,프리미엄하드,1800,8.8,14시
6,beverage,음료,minor_male,2801,커피,1500,5.4,14시
6,ice6,아이스크림6,minor_male,2802,아이스샌드,1800,14.0,12시
6,ice5,아이스크림5,minor_male,2802,설레임,1200,6.3,12시
6,ice4,아이스크림4,minor_male,2802,투게더대,2000,8.6,12시
6,ice2,아이스크림2,minor_male,2802,투게더,2500,13.7,12시
6,ice4,아이스크림4,minor_female,2803,대용량아이스,1500,19.2,12시
6,ice5,아이스크림5,minor_female,2803,설레임,1200,10.7,12시
6,ice2,아이스크림2,minor_female,2803,아이스세트,2800,11.6,12시
6,ice6,아이스크림6,adult_male,2804,구구콘,1200,18.7,15시
6,snack2,과자2,minor_female,2805,짱구,500,13.5,17시
6,ice4,아이스크림4,minor_female,2805,투게더대,2000,9.4,17시
6,ice2,아이스크림2,minor_female,2805,메로나4입,2400,9.9,17시
6,ice5,아이스크림5,adult_female,2806,설레임,1200,8.1,14시
6,beverage,음료,adult_female,2806,카페라떼,2000,5.5,14시
6,ice3,아이스크림3,adult_female,2806,메로나,600,6.0,14시
6,ice4,아이스크림4,adult_female,2806,투게더대,2000,16.6,14시
6,beverage,음료,minor_male,2807,파워에이드,1500,7.3,17시
6,ice4,아이스크림4,minor_male,2807,대용량아이스,1500,15.8,17시
6,beverage,음료,adult_female,2808,포카리스웨트,1800,9.0,18시
6,ice1,아이스크림1,adult_female,2808,스크류바,600,9.1,18시
6,snack1,과자1,adult_female,2808,크래커,1200,4.5,18시
6,ice4,아이스크림4,minor_female,2810,아이스케이크,2500,13.3,18시
6,ice5,아이스크림5,minor_female,2810,스크류바,600,5.4,18시
6,snack1,과자1,minor_female,2810,포테이토칩,1500,7.1,18시
6,beverage,음료,minor_female,2810,카페라떼,2000,5.7,18시
6,ice5,아이스크림5,minor_male,2812,설레임,1200,3.2,16시
6,snack1,과자1,minor_male,2812,포테이토칩,1500,5.4,16시
6,ice2,아이스크림2,minor_male,2812,아이스세트,2800,6.9,16시
6,beverage,음료,minor_male,2812,파워에이드,1500,6.1,16시
6,ice4,아이스크림4,minor_female,2813,투게더대,2000,16.2,15시
6,ice2,아이스크림2,minor_female,2813,하겐다즈,3500,8.2,15시
6,snack2,과자2,minor_male,2814,알감자,500,12.5,18시
6,ice2,아이스크림2,minor_male,2814,메로나4입,2400,11.3,18시
6,beverage,음료,minor_male,2814,카페라떼,2000,4.9,18시
6,ice6,아이스크림6,minor_male,2815,월드콘,1200,5.2,14시
6,snack1,과자1,minor_male,2815,크래커,1200,3.1,14시
6,beverage,음료,minor_male,2815,아메리카노,2000,4.2,14시
6,ice5,아이스크림5,adult_female,2816,카나페,1200,4.6,18시
6,ice2,아이스크림2,adult_female,2816,나뚜루파인트,3000,9.7,18시
6,ice5,아이스크림5,adult_female,2818,스크류바,600,8.8,15시
6,ice6,아이스크림6,adult_female,2818,하드보스,1200,19.4,15시
6,ice3,아이스크림3,adult_female,2819,구구콘,1200,11.2,17시
6,ice2,아이스크림2,adult_female,2819,투게더,2500,9.9,17시
6,ice6,아이스크림6,minor_male,2820,하드보스,1200,16.4,18시
6,snack1,과자1,minor_male,2820,콘스낵,1200,9.5,18시
6,ice1,아이스크림1,minor_male,2820,쮸쮸바,400,9.4,18시
6,ice4,아이스크림4,adult_male,2821,투게더대,2000,16.1,13시
6,ice2,아이스크림2,adult_male,2821,나뚜루파인트,3000,11.0,13시
6,snack1,과자1,adult_male,2822,포테이토칩,1500,9.7,12시
6,ice3,아이스크림3,adult_female,2823,구구콘,1200,4.5,15시
6,ice5,아이스크림5,adult_female,2823,카나페,1200,5.7,15시
6,snack1,과자1,adult_female,2823,콘스낵,1200,8.6,15시
6,ice5,아이스크림5,minor_male,2824,카나페,1200,6.5,11시
6,ice4,아이스크림4,minor_male,2824,대용량아이스,1500,11.3,11시
6,ice5,아이스크림5,minor_female,2825,탱크보이,800,8.0,10시
6,ice2,아이스크림2,minor_female,2825,투게더,2500,7.4,10시
6,ice4,아이스크림4,minor_female,2826,대용량아이스,1500,18.3,15시
6,ice5,아이스크림5,minor_female,2826,설레임,1200,8.4,15시
6,ice6,아이스크림6,minor_female,2826,월드콘,1200,11.0,15시
6,ice2,아이스크림2,minor_female,2826,투게더,2500,13.9,15시
6,ice5,아이스크림5,adult_female,2827,탱크보이,800,11.6,17시
6,ice3,아이스크림3,adult_female,2827,메로나,600,7.2,17시
6,ice2,아이스크림2,adult_female,2827,하겐다즈,3500,10.4,17시
6,ice2,아이스크림2,adult_male,2828,메로나4입,2400,5.0,14시
6,ice6,아이스크림6,adult_male,2828,아이스샌드,1800,13.5,14시
6,ice5,아이스크림5,adult_male,2828,카나페,1200,5.5,14시
6,ice5,아이스크림5,adult_female,2829,카나페,1200,5.9,11시
6,ice4,아이스크림4,adult_female,2829,대용량아이스,1500,14.5,11시
6,ice1,아이스크림1,adult_female,2829,죠스바,700,5.0,11시
6,snack1,과자1,minor_male,2830,콘스낵,1200,4.7,12시
6,ice1,아이스크림1,minor_male,2830,쮸쮸바,400,3.7,12시
6,ice2,아이스크림2,minor_male,2830,나뚜루파인트,3000,10.2,12시
6,ice4,아이스크림4,adult_male,2831,투게더대,2000,17.8,16시
6,ice3,아이스크림3,adult_male,2831,부라보콘,1200,7.7,16시
6,snack2,과자2,minor_female,2832,바나나킥,500,9.7,12시
6,ice4,아이스크림4,minor_female,2832,아이스케이크,2500,13.4,12시
6,ice3,아이스크림3,minor_female,2832,빵빠레,1400,6.5,12시
6,ice5,아이스크림5,adult_female,2833,탱크보이,800,3.8,17시
6,beverage,음료,adult_female,2833,포카리스웨트,1800,9.1,17시
6,snack1,과자1,adult_male,2834,새우과자,1500,5.1,15시
6,ice4,아이스크림4,adult_male,2834,아이스케이크,2500,10.0,15시
6,snack1,과자1,minor_male,2836,크래커,1200,6.9,12시
6,ice5,아이스크림5,minor_male,2836,설레임,1200,10.2,12시
6,ice3,아이스크림3,minor_male,2836,메로나,600,7.5,12시
6,ice5,아이스크림5,adult_female,2837,설레임,1200,8.5,15시
6,snack1,과자1,adult_female,2837,새우과자,1500,9.3,15시
6,ice4,아이스크림4,adult_female,2837,프리미엄하드,1800,20.0,15시
6,ice5,아이스크림5,minor_female,2838,카나페,1200,11.4,13시
6,ice4,아이스크림4,minor_female,2838,프리미엄하드,1800,9.0,13시
6,beverage,음료,minor_female,2838,아메리카노,2000,4.5,13시
6,snack1,과자1,adult_male,2839,초코과자,1800,6.8,13시
6,ice3,아이스크림3,adult_female,2841,메로나,600,5.2,16시
6,ice5,아이스크림5,adult_female,2841,수박바,600,6.7,16시
6,ice1,아이스크림1,adult_female,2841,쮸쮸바,400,6.3,16시
6,ice5,아이스크림5,adult_male,2842,탱크보이,800,10.5,16시
6,ice5,아이스크림5,adult_female,2843,카나페,1200,11.0,13시
6,ice3,아이스크림3,adult_female,2843,메로나,600,10.8,13시
6,ice3,아이스크림3,adult_female,2844,빵빠레,1400,7.0,21시
6,ice5,아이스크림5,adult_female,2844,스크류바,600,7.1,21시
6,beverage,음료,adult_female,2844,아메리카노,2000,3.9,21시
6,ice1,아이스크림1,adult_female,2844,쮸쮸바,400,5.1,21시
6,snack1,과자1,adult_female,2844,새우과자,1500,7.8,21시
6,ice5,아이스크림5,adult_female,2846,설레임,1200,3.6,21시
6,ice3,아이스크림3,adult_female,2846,빵빠레,1400,11.7,21시
6,ice6,아이스크림6,adult_female,2846,하드보스,1200,16.3,21시
6,ice5,아이스크림5,minor_female,2847,카나페,1200,9.4,15시
6,ice2,아이스크림2,minor_female,2847,나뚜루파인트,3000,11.9,15시
6,beverage,음료,adult_male,2848,포카리스웨트,1800,5.2,10시
6,ice4,아이스크림4,minor_female,2849,프리미엄하드,1800,10.2,15시
6,ice6,아이스크림6,minor_female,2849,구구콘,1200,16.1,15시
6,ice6,아이스크림6,minor_male,2850,하드보스,1200,11.0,12시
6,ice5,아이스크림5,minor_male,2850,설레임,1200,6.2,12시
6,ice1,아이스크림1,minor_male,2850,쮸쮸바,400,6.9,12시
6,snack2,과자2,adult_male,2851,꼬깔콘,800,14.5,11시
6,beverage,음료,adult_male,2851,아메리카노,2000,6.9,11시
6,ice5,아이스크림5,minor_male,2852,수박바,600,10.1,13시
6,ice1,아이스크림1,minor_male,2852,죠스바,700,5.1,13시
6,ice2,아이스크림2,minor_male,2852,아이스세트,2800,6.8,13시
6,snack1,과자1,adult_male,2854,초코과자,1800,7.5,14시
6,ice4,아이스크림4,adult_male,2854,프리미엄하드,1800,16.7,14시
6,beverage,음료,adult_female,2855,카페라떼,2000,7.3,18시
6,ice5,아이스크림5,adult_female,2855,카나페,1200,6.6,18시
6,ice4,아이스크림4,adult_female,2855,프리미엄하드,1800,16.6,18시
6,ice5,아이스크림5,adult_female,2856,수박바,600,3.1,18시
6,beverage,음료,adult_female,2856,카페라떼,2000,5.1,18시
6,ice3,아이스크림3,adult_female,2856,빵빠레,1400,6.7,18시
6,snack2,과자2,adult_female,2856,바나나킥,500,11.6,18시
6,ice6,아이스크림6,adult_female,2856,하드보스,1200,9.0,18시
6,ice3,아이스크림3,adult_female,2857,부라보콘,1200,11.0,17시
6,ice5,아이스크림5,adult_female,2857,탱크보이,800,10.4,17시
6,beverage,음료,adult_female,2857,카페라떼,2000,4.9,17시
6,snack1,과자1,adult_female,2857,초코과자,1800,3.6,17시
6,ice1,아이스크림1,adult_male,2858,스크류바,600,8.6,10시
6,beverage,음료,adult_male,2859,파워에이드,1500,4.7,19시
6,ice3,아이스크림3,adult_male,2859,메로나,600,8.9,19시
6,ice4,아이스크림4,adult_male,2859,프리미엄하드,1800,16.4,19시
6,ice1,아이스크림1,adult_male,2860,아이스바,800,8.7,10시
6,snack1,과자1,adult_male,2861,새우과자,1500,3.1,15시
6,ice1,아이스크림1,adult_male,2861,죠스바,700,6.4,15시
6,ice2,아이스크림2,adult_male,2861,투게더,2500,10.8,15시
6,ice6,아이스크림6,minor_male,2862,구구콘,1200,6.8,15시
6,ice3,아이스크림3,minor_male,2862,구구콘,1200,9.5,15시
6,beverage,음료,adult_female,2863,아메리카노,2000,3.6,15시
6,ice2,아이스크림2,adult_male,2864,메로나4입,2400,14.4,18시
6,ice4,아이스크림4,minor_female,2865,대용량아이스,1500,19.6,19시
6,snack2,과자2,minor_female,2865,사탕,300,5.7,19시
6,ice5,아이스크림5,minor_female,2865,수박바,600,7.5,19시
6,snack1,과자1,minor_female,2865,크래커,1200,4.4,19시
6,snack1,과자1,minor_male,2866,초코과자,1800,8.1,18시
6,ice5,아이스크림5,minor_male,2866,카나페,1200,11.6,18시
6,ice6,아이스크림6,minor_male,2866,아이스샌드,1800,9.7,18시
6,ice4,아이스크림4,minor_male,2866,투게더대,2000,9.2,18시
6,ice5,아이스크림5,minor_female,2867,설레임,1200,8.7,16시
6,ice4,아이스크림4,minor_female,2867,투게더대,2000,15.8,16시
6,ice3,아이스크림3,minor_female,2867,메로나,600,11.1,16시
6,ice4,아이스크림4,minor_female,2868,투게더대,2000,19.3,16시
6,ice2,아이스크림2,minor_female,2868,투게더,2500,10.6,16시
6,ice4,아이스크림4,minor_male,2869,프리미엄하드,1800,15.3,13시
6,ice2,아이스크림2,minor_male,2869,하겐다즈,3500,10.9,13시
6,ice5,아이스크림5,adult_female,2870,카나페,1200,6.6,17시
6,ice2,아이스크림2,adult_female,2870,메로나4입,2400,12.8,17시
6,ice5,아이스크림5,adult_female,2871,스크류바,600,5.7,18시
6,beverage,음료,adult_female,2871,아메리카노,2000,4.9,18시
6,ice2,아이스크림2,adult_female,2871,아이스세트,2800,12.8,18시
6,snack1,과자1,adult_female,2871,새우과자,1500,8.1,18시
6,snack1,과자1,adult_female,2872,초코과자,1800,8.6,18시
6,ice2,아이스크림2,adult_female,2872,나뚜루파인트,3000,14.9,18시
6,ice4,아이스크림4,minor_female,2873,투게더대,2000,16.9,11시
6,ice5,아이스크림5,minor_female,2873,카나페,1200,3.1,11시
6,ice5,아이스크림5,minor_female,2874,스크류바,600,4.2,15시
6,snack1,과자1,minor_female,2874,콘스낵,1200,8.7,15시
6,ice4,아이스크림4,adult_male,2875,프리미엄하드,1800,11.1,13시
6,ice5,아이스크림5,adult_male,2876,탱크보이,800,6.7,18시
6,ice3,아이스크림3,adult_male,2876,빵빠레,1400,6.2,18시
6,ice1,아이스크림1,adult_male,2877,스크류바,600,9.0,12시
6,ice5,아이스크림5,adult_male,2877,설레임,1200,8.1,12시
6,snack1,과자1,minor_male,2878,포테이토칩,1500,9.6,17시
6,ice6,아이스크림6,minor_male,2878,월드콘,1200,13.2,17시
6,ice3,아이스크림3,minor_male,2878,메로나,600,9.8,17시
6,ice5,아이스크림5,adult_female,2879,탱크보이,800,9.5,20시
6,snack2,과자2,minor_female,2880,바나나킥,500,13.2,18시
6,ice4,아이스크림4,minor_female,2880,프리미엄하드,1800,18.0,18시
6,beverage,음료,minor_female,2880,커피,1500,4.7,18시
6,ice1,아이스크림1,minor_female,2880,스크류바,600,9.7,18시
6,ice3,아이스크림3,adult_female,2881,부라보콘,1200,5.6,15시
6,beverage,음료,adult_female,2881,아메리카노,2000,4.3,15시
6,ice1,아이스크림1,adult_female,2881,아이스바,800,6.6,15시
6,ice5,아이스크림5,adult_female,2882,스크류바,600,4.2,15시
6,ice4,아이스크림4,adult_female,2882,투게더대,2000,18.2,15시
6,ice4,아이스크림4,adult_male,2883,대용량아이스,1500,13.1,15시
6,snack1,과자1,adult_male,2883,새우과자,1500,3.8,15시
6,ice4,아이스크림4,adult_male,2884,프리미엄하드,1800,11.8,14시
6,ice5,아이스크림5,adult_male,2884,탱크보이,800,3.7,14시
6,ice5,아이스크림5,minor_female,2885,탱크보이,800,4.5,12시
6,ice4,아이스크림4,minor_female,2885,아이스케이크,2500,10.4,12시
6,snack1,과자1,minor_female,2885,포테이토칩,1500,6.6,12시
6,ice5,아이스크림5,adult_female,2886,스크류바,600,5.2,13시
6,ice3,아이스크림3,adult_female,2886,구구콘,1200,10.0,13시
6,ice4,아이스크림4,adult_female,2886,대용량아이스,1500,19.5,13시
6,ice5,아이스크림5,minor_male,2887,수박바,600,4.7,19시
6,ice3,아이스크림3,minor_male,2887,비비빅,1400,11.3,19시
6,ice3,아이스크림3,adult_female,2888,빵빠레,1400,4.4,15시
6,ice4,아이스크림4,adult_female,2888,아이스케이크,2500,9.9,15시
6,snack1,과자1,adult_female,2888,크래커,1200,4.1,15시
6,snack1,과자1,minor_male,2889,포테이토칩,1500,8.8,13시
6,beverage,음료,minor_male,2889,포카리스웨트,1800,5.3,13시
6,ice3,아이스크림3,minor_male,2889,구구콘,1200,11.0,13시
6,ice4,아이스크림4,adult_male,2890,투게더대,2000,13.9,19시
6,ice2,아이스크림2,adult_male,2890,투게더,2500,7.4,19시
6,ice4,아이스크림4,adult_male,2891,투게더대,2000,11.8,16시
6,beverage,음료,adult_male,2891,아메리카노,2000,9.9,16시
6,snack1,과자1,adult_male,2891,콘스낵,1200,3.4,16시
6,ice5,아이스크림5,minor_female,2892,탱크보이,800,10.2,19시
6,ice4,아이스크림4,minor_female,2892,투게더대,2000,14.6,19시
6,snack1,과자1,minor_female,2892,초코과자,1800,8.4,19시
6,ice3,아이스크림3,adult_female,2893,메로나,600,9.6,21시
6,ice4,아이스크림4,adult_female,2893,투게더대,2000,12.8,21시
6,snack1,과자1,minor_male,2894,콘스낵,1200,9.4,14시
6,ice6,아이스크림6,minor_male,2894,아이스샌드,1800,10.9,14시
6,ice2,아이스크림2,minor_male,2894,아이스세트,2800,12.0,14시
6,ice6,아이스크림6,adult_male,2895,구구콘,1200,16.7,13시
6,ice5,아이스크림5,minor_female,2896,스크류바,600,5.0,12시
6,ice4,아이스크림4,minor_female,2896,프리미엄하드,1800,19.1,12시
6,beverage,음료,adult_female,2897,아메리카노,2000,3.5,11시
6,ice3,아이스크림3,adult_female,2897,빵빠레,1400,8.3,11시
6,ice5,아이스크림5,adult_female,2897,스크류바,600,9.8,11시
6,snack1,과자1,adult_male,2898,콘스낵,1200,9.3,15시
6,ice4,아이스크림4,adult_male,2898,아이스케이크,2500,12.6,15시
6,ice5,아이스크림5,minor_male,2899,카나페,1200,4.4,15시
6,ice6,아이스크림6,minor_male,2899,빵빠레,1200,16.4,15시
6,snack1,과자1,minor_male,2899,크래커,1200,5.7,15시
6,beverage,음료,minor_male,2899,파워에이드,1500,8.3,15시
6,ice5,아이스크림5,minor_female,2900,설레임,1200,10.5,11시
6,snack2,과자2,minor_female,2900,짱구,500,14.5,11시
6,ice4,아이스크림4,minor_female,2900,투게더대,2000,8.8,11시
6,ice2,아이스크림2,minor_female,2900,투게더,2500,7.1,11시
6,ice3,아이스크림3,adult_male,2901,구구콘,1200,9.8,15시
6,ice4,아이스크림4,minor_female,2902,투게더대,2000,16.7,20시
6,snack2,과자2,minor_female,2902,꼬깔콘,800,10.9,20시
6,ice5,아이스크림5,minor_female,2902,수박바,600,8.0,20시
6,ice1,아이스크림1,minor_female,2902,수박바,700,8.2,20시
6,ice3,아이스크림3,minor_female,2902,부라보콘,1200,9.4,20시
6,ice5,아이스크림5,adult_female,2903,설레임,1200,10.7,16시
6,ice4,아이스크림4,adult_female,2903,투게더대,2000,14.2,16시
6,ice6,아이스크림6,minor_male,2904,아이스샌드,1800,16.8,12시
6,snack1,과자1,minor_male,2904,새우과자,1500,6.3,12시
6,beverage,음료,minor_male,2904,포카리스웨트,1800,7.3,12시
6,snack1,과자1,adult_male,2905,크래커,1200,3.2,20시
6,beverage,음료,adult_male,2905,아메리카노,2000,3.4,20시
6,snack1,과자1,adult_male,2906,포테이토칩,1500,7.6,21시
6,ice4,아이스크림4,adult_male,2906,프리미엄하드,1800,10.3,21시
6,ice5,아이스크림5,adult_female,2907,수박바,600,7.8,13시
6,snack1,과자1,adult_female,2907,새우과자,1500,3.7,13시
6,ice2,아이스크림2,adult_female,2907,나뚜루파인트,3000,9.9,13시
6,beverage,음료,adult_female,2908,포카리스웨트,1800,4.8,18시
6,ice2,아이스크림2,adult_female,2908,메로나4입,2400,8.5,18시
6,ice5,아이스크림5,minor_female,2909,탱크보이,800,8.6,17시
6,ice4,아이스크림4,minor_female,2909,프리미엄하드,1800,16.5,17시
6,beverage,음료,minor_female,2909,커피,1500,5.4,17시
6,ice2,아이스크림2,minor_female,2909,하겐다즈,3500,11.6,17시
6,ice4,아이스크림4,minor_female,2910,아이스케이크,2500,14.9,12시
6,ice6,아이스크림6,minor_female,2910,아이스샌드,1800,8.8,12시
6,ice4,아이스크림4,adult_male,2911,프리미엄하드,1800,14.5,16시
6,ice3,아이스크림3,adult_male,2911,구구콘,1200,7.2,16시
6,ice6,아이스크림6,adult_male,2911,월드콘,1200,5.2,16시
6,ice5,아이스크림5,adult_female,2912,탱크보이,800,3.6,14시
6,beverage,음료,adult_female,2912,아메리카노,2000,5.1,14시
6,ice2,아이스크림2,minor_male,2913,하겐다즈,3500,12.1,13시
6,beverage,음료,adult_male,2914,카페라떼,2000,9.5,15시
6,beverage,음료,adult_female,2915,커피,1500,3.6,14시
6,ice5,아이스크림5,adult_female,2915,탱크보이,800,10.9,14시
6,snack1,과자1,adult_female,2915,포테이토칩,1500,5.3,14시
6,snack2,과자2,adult_female,2915,사탕,300,14.8,14시
6,ice5,아이스크림5,adult_female,2917,탱크보이,800,11.1,14시
6,ice3,아이스크림3,adult_female,2917,부라보콘,1200,9.2,14시
6,ice2,아이스크림2,adult_female,2917,아이스세트,2800,12.9,14시
6,ice5,아이스크림5,adult_male,2918,탱크보이,800,4.7,14시
6,ice2,아이스크림2,adult_male,2918,하겐다즈,3500,13.6,14시
6,ice4,아이스크림4,minor_female,2919,아이스케이크,2500,13.4,18시
6,ice6,아이스크림6,minor_female,2919,하드보스,1200,7.4,18시
6,beverage,음료,adult_female,2920,카페라떼,2000,4.7,11시
6,snack1,과자1,adult_female,2920,새우과자,1500,3.3,11시
6,snack2,과자2,minor_male,2921,바나나킥,500,15.4,15시
6,snack1,과자1,minor_male,2921,크래커,1200,4.8,15시
6,beverage,음료,minor_male,2921,카페라떼,2000,5.5,15시
6,beverage,음료,minor_female,2922,커피,1500,8.4,16시
6,ice6,아이스크림6,adult_male,2923,하드보스,1200,12.0,18시
6,ice4,아이스크림4,adult_male,2923,아이스케이크,2500,17.9,18시
6,snack1,과자1,minor_male,2924,크래커,1200,7.3,19시
6,ice3,아이스크림3,adult_female,2925,메로나,600,7.0,13시
6,snack2,과자2,adult_female,2925,사탕,300,14.8,13시
