에이전트ID,고객분류,고객분류명,구역ID,구역명,상품명,가격,체류시간,일차,시간대
7640,minor_female,미성년 여성,bakery,베이커리,치즈케이크,6000,4.7,15,19시
7642,adult_male,성년 남성,frozen,냉동식품,만두,5000,5.4,15,21시
7642,adult_male,성년 남성,premium,프리미엄,럼,28000,9.2,15,21시
7643,adult_female,성년 여성,premium,프리미엄,럼,28000,8.0,15,20시
7643,adult_female,성년 여성,daily,생활용품,칫솔,3000,6.9,15,20시
7644,adult_female,성년 여성,bakery,베이커리,마카롱,5000,8.8,15,20시
7644,adult_female,성년 여성,beverage,음료,녹차,1200,5.5,15,20시
7646,adult_female,성년 여성,bakery,베이커리,베이글,2500,7.1,15,13시
7647,adult_female,성년 여성,bakery,베이커리,마카롱,5000,10.4,15,18시
7647,adult_female,성년 여성,cosmetic,화장품,BB크림,18000,6.8,15,18시
7647,adult_female,성년 여성,beverage,음료,두유,1500,4.0,15,18시
7648,adult_male,성년 남성,daily,생활용품,샴푸,8000,8.6,15,11시
7649,adult_male,성년 남성,beverage,음료,이온음료,1800,5.5,15,11시
7649,adult_male,성년 남성,frozen,냉동식품,냉동새우,12000,7.1,15,11시
7649,adult_male,성년 남성,premium,프리미엄,수입초콜릿,15000,6.8,15,11시
7650,adult_male,성년 남성,premium,프리미엄,샴페인,35000,7.5,15,18시
7652,adult_female,성년 여성,bakery,베이커리,에클레어,4000,7.9,15,10시
7653,adult_female,성년 여성,beverage,음료,주스,2500,8.9,15,16시
7653,adult_female,성년 여성,snack,과자/스낵,새우깡,1500,4.4,15,16시
7655,adult_female,성년 여성,bakery,베이커리,마카롱,5000,5.3,15,20시
7655,adult_female,성년 여성,frozen,냉동식품,어묵,3000,7.3,15,20시
7655,adult_female,성년 여성,daily,생활용품,치약,3500,6.6,15,20시
7657,minor_female,미성년 여성,snack,과자/스낵,빠다코코낫,1500,4.5,15,19시
7658,adult_female,성년 여성,daily,생활용품,주방세제,4000,4.2,15,11시
7659,adult_female,성년 여성,frozen,냉동식품,냉동볶음밥,4500,10.1,15,16시
7660,adult_female,성년 여성,cosmetic,화장품,립밤,8000,9.7,15,21시
7660,adult_female,성년 여성,bakery,베이커리,시나몬롤,3500,9.7,15,21시
7660,adult_female,성년 여성,premium,프리미엄,위스키,45000,9.9,15,21시
7661,adult_female,성년 여성,frozen,냉동식품,냉동볶음밥,4500,4.6,15,12시
7662,adult_male,성년 남성,daily,생활용품,세제,5000,5.4,15,17시
7663,adult_male,성년 남성,daily,생활용품,치약,3500,10.4,15,19시
7663,adult_male,성년 남성,beverage,음료,녹차,1200,5.5,15,19시
7664,adult_female,성년 여성,cosmetic,화장품,립밤,8000,10.0,15,11시
7664,adult_female,성년 여성,beverage,음료,사이다,1500,7.2,15,11시
7665,adult_female,성년 여성,frozen,냉동식품,냉동라면,3500,10.1,15,15시
7665,adult_female,성년 여성,daily,생활용품,휴지,4500,7.6,15,15시
7665,adult_female,성년 여성,snack,과자/스낵,포카칩,1800,9.2,15,15시
7666,adult_male,성년 남성,frozen,냉동식품,냉동볶음밥,4500,8.4,15,11시
7668,adult_male,성년 남성,beverage,음료,사이다,1500,9.0,15,16시
7668,adult_male,성년 남성,daily,생활용품,비누,2000,10.1,15,16시
7669,minor_female,미성년 여성,snack,과자/스낵,사탕,800,1.4,15,17시
7670,adult_male,성년 남성,premium,프리미엄,샴페인,35000,4.5,15,21시
7670,adult_male,성년 남성,daily,생활용품,휴지,4500,7.2,15,21시
7671,minor_female,미성년 여성,bakery,베이커리,시나몬롤,3500,3.4,15,13시
7675,minor_female,미성년 여성,bakery,베이커리,샌드위치,4500,1.7,15,14시
7676,adult_male,성년 남성,beverage,음료,녹차,1200,9.8,15,18시
7676,adult_male,성년 남성,premium,프리미엄,수입초콜릿,15000,10.2,15,18시
7676,adult_male,성년 남성,daily,생활용품,샴푸,8000,10.0,15,18시
7678,adult_female,성년 여성,frozen,냉동식품,냉동치킨,9000,8.9,15,15시
7678,adult_female,성년 여성,bakery,베이커리,케이크,15000,9.8,15,15시
7679,minor_male,미성년 남성,beverage,음료,녹차,1200,3.2,15,20시
7679,minor_male,미성년 남성,frozen,냉동식품,핫도그,2500,3.4,15,20시
7681,adult_female,성년 여성,beverage,음료,우유,1800,7.8,15,11시
7683,adult_female,성년 여성,beverage,음료,주스,2500,8.5,15,15시
7683,adult_female,성년 여성,bakery,베이커리,마카롱,5000,7.9,15,15시
7685,adult_female,성년 여성,bakery,베이커리,크로아상,3000,8.0,15,20시
7687,adult_female,성년 여성,cosmetic,화장품,립밤,8000,8.0,15,18시
7688,adult_male,성년 남성,daily,생활용품,주방세제,4000,8.1,15,21시
7688,adult_male,성년 남성,beverage,음료,녹차,1200,8.1,15,21시
7688,adult_male,성년 남성,premium,프리미엄,샴페인,35000,7.9,15,21시
7689,adult_female,성년 여성,beverage,음료,커피,2000,4.6,15,11시
7691,adult_male,성년 남성,frozen,냉동식품,냉동볶음밥,4500,5.0,15,21시
7693,adult_female,성년 여성,frozen,냉동식품,어묵,3000,6.7,15,19시
7693,adult_female,성년 여성,snack,과자/스낵,허니버터칩,2000,6.3,15,19시
7694,minor_female,미성년 여성,cosmetic,화장품,아이라이너,12000,3.6,15,12시
7695,adult_female,성년 여성,daily,생활용품,치약,3500,7.2,15,17시
7696,adult_female,성년 여성,daily,생활용품,칫솔,3000,7.1,15,10시
7697,adult_male,성년 남성,frozen,냉동식품,핫도그,2500,8.5,15,19시
7698,minor_female,미성년 여성,bakery,베이커리,시나몬롤,3500,3.6,15,17시
7698,minor_female,미성년 여성,snack,과자/스낵,새우깡,1500,3.7,15,17시
7698,minor_female,미성년 여성,premium,프리미엄,수입와인,32000,1.6,15,17시
7702,minor_female,미성년 여성,bakery,베이커리,크로아상,3000,2.8,15,12시
7703,adult_female,성년 여성,daily,생활용품,휴지,4500,5.6,15,15시
7703,adult_female,성년 여성,premium,프리미엄,샴페인,35000,9.5,15,15시
7704,adult_female,성년 여성,bakery,베이커리,머핀,2500,10.2,15,17시
7704,adult_female,성년 여성,daily,생활용품,휴지,4500,9.8,15,17시
7705,minor_female,미성년 여성,snack,과자/스낵,초코파이,2500,5.0,15,16시
7706,adult_male,성년 남성,daily,생활용품,핸드크림,6000,6.5,15,13시
7706,adult_male,성년 남성,beverage,음료,우유,1800,6.1,15,13시
7707,minor_male,미성년 남성,beverage,음료,콜라,1500,1.6,15,14시
7710,minor_female,미성년 여성,beverage,음료,탄산수,1200,4.8,15,12시
7710,minor_female,미성년 여성,snack,과자/스낵,허니버터칩,2000,2.1,15,12시
7711,minor_female,미성년 여성,bakery,베이커리,소금빵,2000,3.0,15,15시
7712,adult_female,성년 여성,premium,프리미엄,수입과자,8000,8.0,15,17시
7714,adult_female,성년 여성,daily,생활용품,휴지,4500,6.2,15,14시
7714,adult_female,성년 여성,premium,프리미엄,브랜디,42000,10.1,15,14시
7714,adult_female,성년 여성,snack,과자/스낵,초코파이,2500,7.9,15,14시
7715,adult_female,성년 여성,beverage,음료,에너지드링크,2200,4.5,15,18시
7715,adult_female,성년 여성,frozen,냉동식품,냉동볶음밥,4500,5.7,15,18시
7717,adult_female,성년 여성,cosmetic,화장품,블러셔,14000,8.2,15,16시
7718,adult_male,성년 남성,daily,생활용품,비누,2000,9.2,15,16시
7718,adult_male,성년 남성,beverage,음료,녹차,1200,7.4,15,16시
7718,adult_male,성년 남성,frozen,냉동식품,냉동치킨,9000,8.6,15,16시
7718,adult_male,성년 남성,cosmetic,화장품,립밤,8000,5.6,15,16시
7719,adult_female,성년 여성,daily,생활용품,치약,3500,7.6,15,15시
7719,adult_female,성년 여성,bakery,베이커리,크로아상,3000,6.0,15,15시
7721,adult_male,성년 남성,beverage,음료,탄산수,1200,7.4,15,14시
7722,minor_female,미성년 여성,beverage,음료,녹차,1200,2.7,15,13시
7722,minor_female,미성년 여성,bakery,베이커리,머핀,2500,4.2,15,13시
7723,adult_female,성년 여성,beverage,음료,탄산수,1200,8.8,15,13시
7723,adult_female,성년 여성,premium,프리미엄,샴페인,35000,4.4,15,13시
7724,adult_male,성년 남성,daily,생활용품,치약,3500,6.9,15,10시
7724,adult_male,성년 남성,cosmetic,화장품,아이섀도,18000,8.1,15,10시
7725,adult_female,성년 여성,beverage,음료,사이다,1500,4.2,15,10시
7725,adult_female,성년 여성,frozen,냉동식품,냉동치킨,9000,4.6,15,10시
7725,adult_female,성년 여성,premium,프리미엄,위스키,45000,8.4,15,10시
7726,minor_male,미성년 남성,snack,과자/스낵,프링글스,2800,2.0,15,12시
7726,minor_male,미성년 남성,daily,생활용품,바디로션,8000,3.7,15,12시
7727,adult_female,성년 여성,cosmetic,화장품,아이라이너,12000,9.8,15,19시
7728,adult_female,성년 여성,frozen,냉동식품,어묵,3000,4.9,15,17시
7729,adult_female,성년 여성,daily,생활용품,세제,5000,7.3,15,12시
7730,adult_male,성년 남성,daily,생활용품,주방세제,4000,5.9,15,19시
7731,minor_female,미성년 여성,bakery,베이커리,에클레어,4000,5.0,15,18시
7731,minor_female,미성년 여성,beverage,음료,커피,2000,2.7,15,18시
7732,adult_female,성년 여성,frozen,냉동식품,어묵,3000,9.1,15,15시
7732,adult_female,성년 여성,daily,생활용품,치약,3500,10.1,15,15시
7732,adult_female,성년 여성,premium,프리미엄,브랜디,42000,5.0,15,15시
7733,adult_male,성년 남성,premium,프리미엄,브랜디,42000,5.0,15,13시
7733,adult_male,성년 남성,frozen,냉동식품,냉동새우,12000,7.8,15,13시
7734,adult_female,성년 여성,daily,생활용품,비누,2000,6.6,15,12시
7734,adult_female,성년 여성,premium,프리미엄,수입와인,32000,9.6,15,12시
7735,minor_male,미성년 남성,beverage,음료,에너지드링크,2200,3.8,15,15시
7736,adult_female,성년 여성,frozen,냉동식품,냉동볶음밥,4500,6.7,15,11시
7736,adult_female,성년 여성,daily,생활용품,주방세제,4000,6.8,15,11시
7737,adult_female,성년 여성,frozen,냉동식품,냉동새우,12000,4.4,15,21시
7738,minor_male,미성년 남성,beverage,음료,우유,1800,1.9,15,16시
7739,minor_female,미성년 여성,bakery,베이커리,에클레어,4000,3.8,15,14시
7740,adult_male,성년 남성,frozen,냉동식품,냉동피자,8000,7.9,15,10시
7741,adult_female,성년 여성,frozen,냉동식품,아이스크림,2000,9.8,15,20시
7742,adult_male,성년 남성,beverage,음료,두유,1500,9.9,15,18시
7742,adult_male,성년 남성,daily,생활용품,치약,3500,7.5,15,18시
7743,adult_male,성년 남성,cosmetic,화장품,컨실러,16000,4.9,15,14시
7744,adult_female,성년 여성,cosmetic,화장품,립밤,8000,8.0,15,20시
7744,adult_female,성년 여성,daily,생활용품,주방세제,4000,6.1,15,20시
7745,adult_male,성년 남성,premium,프리미엄,위스키,45000,9.3,15,18시
7745,adult_male,성년 남성,frozen,냉동식품,냉동라면,3500,4.9,15,18시
7747,adult_male,성년 남성,beverage,음료,사이다,1500,7.2,15,17시
7747,adult_male,성년 남성,snack,과자/스낵,꼬깔콘,1200,10.2,15,17시
7748,minor_female,미성년 여성,bakery,베이커리,치즈케이크,6000,2.1,15,10시
7749,adult_female,성년 여성,beverage,음료,커피,2000,10.3,15,14시
7751,minor_female,미성년 여성,snack,과자/스낵,프링글스,2800,1.8,15,14시
7752,adult_male,성년 남성,daily,생활용품,바디로션,8000,4.9,15,14시
7753,adult_female,성년 여성,frozen,냉동식품,냉동피자,8000,10.1,15,13시
7753,adult_female,성년 여성,beverage,음료,탄산수,1200,5.0,15,13시
7753,adult_female,성년 여성,snack,과자/스낵,빠다코코낫,1500,10.1,15,13시
7754,adult_female,성년 여성,bakery,베이커리,베이글,2500,8.4,15,16시
7754,adult_female,성년 여성,daily,생활용품,주방세제,4000,4.5,15,16시
7755,adult_male,성년 남성,daily,생활용품,비누,2000,10.2,15,14시
7756,adult_female,성년 여성,premium,프리미엄,럼,28000,9.5,15,12시
7757,adult_female,성년 여성,premium,프리미엄,수입와인,32000,9.1,15,19시
7758,minor_male,미성년 남성,snack,과자/스낵,허니버터칩,2000,5.1,15,10시
7760,adult_female,성년 여성,daily,생활용품,수건,5000,6.5,15,17시
7760,adult_female,성년 여성,frozen,냉동식품,냉동새우,12000,5.5,15,17시
7761,adult_female,성년 여성,beverage,음료,녹차,1200,8.4,15,12시
7761,adult_female,성년 여성,daily,생활용품,칫솔,3000,7.2,15,12시
7762,adult_female,성년 여성,bakery,베이커리,머핀,2500,6.9,15,18시
7762,adult_female,성년 여성,premium,프리미엄,럼,28000,7.2,15,18시
7762,adult_female,성년 여성,cosmetic,화장품,선크림,20000,5.0,15,18시
7764,adult_male,성년 남성,frozen,냉동식품,만두,5000,8.8,15,21시
7764,adult_male,성년 남성,daily,생활용품,치약,3500,7.0,15,21시
7765,adult_male,성년 남성,premium,프리미엄,샴페인,35000,9.0,15,14시
7765,adult_male,성년 남성,daily,생활용품,샴푸,8000,7.3,15,14시
7766,minor_female,미성년 여성,beverage,음료,커피,2000,2.7,15,21시
7767,adult_female,성년 여성,cosmetic,화장품,립스틱,15000,9.8,15,18시
7768,adult_female,성년 여성,snack,과자/스낵,빠다코코낫,1500,7.4,15,15시
7769,minor_female,미성년 여성,beverage,음료,콜라,1500,1.6,15,21시
7769,minor_female,미성년 여성,snack,과자/스낵,포카칩,1800,3.5,15,21시
7770,adult_female,성년 여성,beverage,음료,커피,2000,4.7,15,18시
7771,adult_female,성년 여성,beverage,음료,이온음료,1800,8.1,15,14시
7771,adult_female,성년 여성,daily,생활용품,샴푸,8000,6.4,15,14시
7772,adult_female,성년 여성,beverage,음료,에너지드링크,2200,5.6,15,20시
7772,adult_female,성년 여성,daily,생활용품,칫솔,3000,6.9,15,20시
7772,adult_female,성년 여성,snack,과자/스낵,프링글스,2800,4.6,15,20시
7773,minor_female,미성년 여성,snack,과자/스낵,초코파이,2500,4.3,15,18시
7774,adult_female,성년 여성,beverage,음료,탄산수,1200,8.3,15,14시
7774,adult_female,성년 여성,bakery,베이커리,소금빵,2000,10.3,15,14시
7774,adult_female,성년 여성,daily,생활용품,주방세제,4000,6.7,15,14시
7775,adult_female,성년 여성,beverage,음료,두유,1500,8.0,15,13시
7775,adult_female,성년 여성,snack,과자/스낵,허니버터칩,2000,4.9,15,13시
7777,adult_male,성년 남성,premium,프리미엄,프리미엄커피,12000,8.0,15,14시
7777,adult_male,성년 남성,cosmetic,화장품,파운데이션,25000,8.5,15,14시
7778,adult_female,성년 여성,frozen,냉동식품,군만두,6000,9.8,15,20시
7778,adult_female,성년 여성,snack,과자/스낵,허니버터칩,2000,5.2,15,20시
7780,adult_male,성년 남성,premium,프리미엄,프리미엄커피,12000,6.8,15,20시
7782,adult_male,성년 남성,frozen,냉동식품,어묵,3000,4.1,15,13시
7782,adult_male,성년 남성,snack,과자/스낵,새우깡,1500,10.4,15,13시
7783,adult_male,성년 남성,frozen,냉동식품,냉동새우,12000,9.5,15,17시
7784,minor_female,미성년 여성,bakery,베이커리,크로아상,3000,4.0,15,19시
7784,minor_female,미성년 여성,snack,과자/스낵,꼬깔콘,1200,4.0,15,19시
7785,adult_male,성년 남성,premium,프리미엄,샴페인,35000,7.0,15,11시
7785,adult_male,성년 남성,daily,생활용품,치약,3500,6.6,15,11시
7786,adult_female,성년 여성,cosmetic,화장품,아이라이너,12000,8.1,16,17시
7787,adult_male,성년 남성,premium,프리미엄,프리미엄커피,12000,6.6,16,11시
7787,adult_male,성년 남성,beverage,음료,콜라,1500,7.2,16,11시
7788,adult_female,성년 여성,premium,프리미엄,위스키,45000,9.3,16,14시
7788,adult_female,성년 여성,bakery,베이커리,샌드위치,4500,4.0,16,14시
7788,adult_female,성년 여성,cosmetic,화장품,아이섀도,18000,5.6,16,14시
7789,minor_male,미성년 남성,bakery,베이커리,케이크,15000,3.0,16,12시
7790,adult_female,성년 여성,beverage,음료,에너지드링크,2200,8.5,16,11시
7790,adult_female,성년 여성,premium,프리미엄,수입초콜릿,15000,7.8,16,11시
7791,adult_female,성년 여성,beverage,음료,탄산수,1200,6.3,16,12시
7792,adult_female,성년 여성,daily,생활용품,칫솔,3000,9.9,16,17시
7792,adult_female,성년 여성,frozen,냉동식품,냉동피자,8000,6.3,16,17시
7793,adult_male,성년 남성,daily,생활용품,수건,5000,8.0,16,13시
7793,adult_male,성년 남성,premium,프리미엄,수입과자,8000,9.1,16,13시
7794,adult_female,성년 여성,snack,과자/스낵,꼬깔콘,1200,5.3,16,11시
7796,adult_female,성년 여성,daily,생활용품,비누,2000,6.7,16,11시
7797,adult_female,성년 여성,premium,프리미엄,위스키,45000,3.9,16,20시
7797,adult_female,성년 여성,daily,생활용품,수건,5000,7.0,16,20시
7798,adult_female,성년 여성,cosmetic,화장품,마스카라,12000,8.6,16,15시
7799,adult_male,성년 남성,frozen,냉동식품,군만두,6000,5.8,16,21시
7801,adult_female,성년 여성,beverage,음료,이온음료,1800,5.0,16,12시
7803,minor_male,미성년 남성,beverage,음료,커피,2000,3.8,16,16시
7803,minor_male,미성년 남성,daily,생활용품,칫솔,3000,1.9,16,16시
7804,adult_male,성년 남성,beverage,음료,두유,1500,10.3,16,19시
7804,adult_male,성년 남성,frozen,냉동식품,냉동라면,3500,4.1,16,19시
7805,adult_male,성년 남성,premium,프리미엄,프리미엄커피,12000,4.7,16,12시
7805,adult_male,성년 남성,beverage,음료,사이다,1500,6.9,16,12시
7806,adult_female,성년 여성,cosmetic,화장품,블러셔,14000,6.6,16,14시
7806,adult_female,성년 여성,daily,생활용품,치약,3500,7.2,16,14시
7806,adult_female,성년 여성,premium,프리미엄,수입초콜릿,15000,6.3,16,14시
7807,minor_female,미성년 여성,beverage,음료,커피,2000,4.7,16,16시
7808,adult_male,성년 남성,daily,생활용품,칫솔,3000,7.4,16,13시
7808,adult_male,성년 남성,bakery,베이커리,소금빵,2000,9.7,16,13시
7809,minor_female,미성년 여성,beverage,음료,우유,1800,3.0,16,19시
7809,minor_female,미성년 여성,bakery,베이커리,케이크,15000,4.6,16,19시
7810,minor_male,미성년 남성,beverage,음료,두유,1500,3.3,16,18시
7811,adult_male,성년 남성,frozen,냉동식품,냉동라면,3500,10.1,16,19시
7811,adult_male,성년 남성,bakery,베이커리,샌드위치,4500,8.3,16,19시
7812,adult_male,성년 남성,snack,과자/스낵,오레오,2200,6.3,16,16시
7813,adult_female,성년 여성,beverage,음료,사이다,1500,7.4,16,21시
7813,adult_female,성년 여성,frozen,냉동식품,만두,5000,4.7,16,21시
7814,adult_female,성년 여성,frozen,냉동식품,어묵,3000,8.6,16,19시
7815,minor_male,미성년 남성,daily,생활용품,샴푸,8000,2.1,16,17시
7816,adult_male,성년 남성,daily,생활용품,세제,5000,9.0,16,14시
7816,adult_male,성년 남성,beverage,음료,우유,1800,8.7,16,14시
7817,adult_female,성년 여성,bakery,베이커리,치즈케이크,6000,6.8,16,14시
7817,adult_female,성년 여성,snack,과자/스낵,사탕,800,8.7,16,14시
7818,adult_male,성년 남성,frozen,냉동식품,냉동새우,12000,7.7,16,13시
7819,minor_male,미성년 남성,cosmetic,화장품,컨실러,16000,4.4,16,18시
7821,adult_female,성년 여성,beverage,음료,사이다,1500,4.3,16,16시
7821,adult_female,성년 여성,cosmetic,화장품,선크림,20000,9.4,16,16시
7821,adult_female,성년 여성,snack,과자/스낵,빠다코코낫,1500,10.2,16,16시
7822,minor_female,미성년 여성,snack,과자/스낵,젤리,1000,2.9,16,16시
7822,minor_female,미성년 여성,beverage,음료,사이다,1500,2.0,16,16시
7822,minor_female,미성년 여성,daily,생활용품,휴지,4500,4.7,16,16시
7823,adult_male,성년 남성,daily,생활용품,치약,3500,7.3,16,12시
7823,adult_male,성년 남성,cosmetic,화장품,아이섀도,18000,6.6,16,12시
7824,adult_female,성년 여성,beverage,음료,커피,2000,10.4,16,18시
7824,adult_female,성년 여성,daily,생활용품,주방세제,4000,10.0,16,18시
7824,adult_female,성년 여성,bakery,베이커리,소금빵,2000,6.3,16,18시
7825,minor_male,미성년 남성,beverage,음료,두유,1500,4.5,16,20시
7826,minor_male,미성년 남성,snack,과자/스낵,새우깡,1500,4.2,16,21시
7826,minor_male,미성년 남성,daily,생활용품,핸드크림,6000,2.7,16,21시
7827,adult_male,성년 남성,frozen,냉동식품,냉동피자,8000,5.6,16,17시
7827,adult_male,성년 남성,daily,생활용품,수건,5000,6.4,16,17시
7827,adult_male,성년 남성,beverage,음료,커피,2000,8.4,16,17시
7828,adult_male,성년 남성,frozen,냉동식품,군만두,6000,9.7,16,15시
7828,adult_male,성년 남성,bakery,베이커리,마카롱,5000,8.7,16,15시
7830,minor_male,미성년 남성,beverage,음료,사이다,1500,3.5,16,16시
7831,adult_male,성년 남성,premium,프리미엄,수입초콜릿,15000,4.9,16,18시
7832,adult_female,성년 여성,beverage,음료,탄산수,1200,4.7,16,12시
7832,adult_female,성년 여성,snack,과자/스낵,프링글스,2800,7.6,16,12시
7833,adult_female,성년 여성,daily,생활용품,수건,5000,7.9,16,18시
7834,adult_male,성년 남성,premium,프리미엄,수입초콜릿,15000,7.6,16,15시
7834,adult_male,성년 남성,beverage,음료,콜라,1500,7.8,16,15시
7835,adult_male,성년 남성,daily,생활용품,핸드크림,6000,6.1,16,11시
7837,adult_male,성년 남성,daily,생활용품,세제,5000,4.5,16,16시
7838,adult_male,성년 남성,beverage,음료,이온음료,1800,7.2,16,21시
7839,adult_male,성년 남성,premium,프리미엄,와인,25000,6.7,16,14시
7839,adult_male,성년 남성,beverage,음료,이온음료,1800,4.4,16,14시
7839,adult_male,성년 남성,snack,과자/스낵,오레오,2200,10.0,16,14시
7840,adult_male,성년 남성,beverage,음료,에너지드링크,2200,9.2,16,19시
7840,adult_male,성년 남성,premium,프리미엄,위스키,45000,4.0,16,19시
7843,adult_female,성년 여성,beverage,음료,탄산수,1200,9.5,16,13시
7843,adult_female,성년 여성,daily,생활용품,샴푸,8000,7.5,16,13시
7843,adult_female,성년 여성,frozen,냉동식품,군만두,6000,7.5,16,13시
7844,minor_female,미성년 여성,bakery,베이커리,크로아상,3000,4.2,16,15시
7844,minor_female,미성년 여성,snack,과자/스낵,오레오,2200,5.0,16,15시
7845,adult_female,성년 여성,daily,생활용품,주방세제,4000,9.4,16,13시
7846,adult_female,성년 여성,frozen,냉동식품,어묵,3000,4.7,16,20시
7848,adult_female,성년 여성,bakery,베이커리,케이크,15000,8.9,16,21시
7849,minor_female,미성년 여성,beverage,음료,주스,2500,4.2,16,17시
7851,adult_male,성년 남성,premium,프리미엄,위스키,45000,6.2,16,15시
7852,adult_female,성년 여성,bakery,베이커리,베이글,2500,6.6,16,19시
7852,adult_female,성년 여성,daily,생활용품,핸드크림,6000,8.7,16,19시
7853,minor_male,미성년 남성,snack,과자/스낵,사탕,800,3.3,16,18시
7854,minor_female,미성년 여성,snack,과자/스낵,오레오,2200,2.7,16,12시
7855,adult_male,성년 남성,frozen,냉동식품,군만두,6000,6.6,16,17시
7856,adult_female,성년 여성,daily,생활용품,치약,3500,6.4,16,12시
7856,adult_female,성년 여성,beverage,음료,사이다,1500,6.5,16,12시
7858,minor_female,미성년 여성,snack,과자/스낵,사탕,800,1.9,16,12시
7859,minor_male,미성년 남성,snack,과자/스낵,허니버터칩,2000,2.6,16,14시
7860,adult_male,성년 남성,frozen,냉동식품,냉동새우,12000,8.5,16,10시
7860,adult_male,성년 남성,daily,생활용품,수건,5000,5.3,16,10시
7862,adult_female,성년 여성,premium,프리미엄,와인,25000,10.1,16,14시
7863,minor_female,미성년 여성,snack,과자/스낵,포카칩,1800,5.1,16,10시
7866,adult_female,성년 여성,frozen,냉동식품,아이스크림,2000,5.9,16,19시
7866,adult_female,성년 여성,snack,과자/스낵,빠다코코낫,1500,6.8,16,19시
7867,adult_male,성년 남성,premium,프리미엄,와인,25000,8.9,16,11시
7867,adult_male,성년 남성,beverage,음료,커피,2000,9.5,16,11시
7867,adult_male,성년 남성,snack,과자/스낵,허니버터칩,2000,8.9,16,11시
7868,minor_male,미성년 남성,beverage,음료,주스,2500,4.5,16,20시
7868,minor_male,미성년 남성,snack,과자/스낵,포카칩,1800,2.7,16,20시
7869,adult_female,성년 여성,frozen,냉동식품,군만두,6000,4.3,16,21시
7869,adult_female,성년 여성,daily,생활용품,비누,2000,8.7,16,21시
7869,adult_female,성년 여성,bakery,베이커리,소금빵,2000,7.4,16,21시
7870,adult_female,성년 여성,premium,프리미엄,브랜디,42000,4.8,16,11시
7871,adult_male,성년 남성,premium,프리미엄,샴페인,35000,8.2,16,21시
7872,adult_female,성년 여성,snack,과자/스낵,빠다코코낫,1500,6.3,16,12시
7873,minor_male,미성년 남성,bakery,베이커리,샌드위치,4500,2.0,16,13시
7874,minor_female,미성년 여성,beverage,음료,탄산수,1200,1.3,16,14시
7874,minor_female,미성년 여성,bakery,베이커리,에클레어,4000,5.1,16,14시
7874,minor_female,미성년 여성,premium,프리미엄,수입과자,8000,3.8,16,14시
7875,adult_female,성년 여성,frozen,냉동식품,냉동새우,12000,5.1,16,12시
7876,adult_female,성년 여성,daily,생활용품,바디로션,8000,7.7,16,10시
7876,adult_female,성년 여성,cosmetic,화장품,아이라이너,12000,9.2,16,10시
7877,minor_male,미성년 남성,beverage,음료,에너지드링크,2200,1.8,16,19시
7877,minor_male,미성년 남성,snack,과자/스낵,허니버터칩,2000,3.6,16,19시
7878,minor_male,미성년 남성,beverage,음료,녹차,1200,4.7,16,10시
7879,adult_female,성년 여성,beverage,음료,콜라,1500,10.2,16,15시
7879,adult_female,성년 여성,cosmetic,화장품,립밤,8000,8.4,16,15시
7879,adult_female,성년 여성,daily,생활용품,휴지,4500,4.8,16,15시
7880,adult_male,성년 남성,beverage,음료,에너지드링크,2200,5.1,16,19시
7880,adult_male,성년 남성,daily,생활용품,칫솔,3000,6.8,16,19시
7881,adult_male,성년 남성,premium,프리미엄,프리미엄커피,12000,6.5,16,19시
7882,adult_female,성년 여성,beverage,음료,우유,1800,8.0,16,14시
7883,adult_male,성년 남성,beverage,음료,이온음료,1800,7.6,16,14시
7883,adult_male,성년 남성,premium,프리미엄,브랜디,42000,6.1,16,14시
7884,adult_male,성년 남성,premium,프리미엄,수입치즈,18000,9.6,16,18시
7885,adult_male,성년 남성,daily,생활용품,비누,2000,4.0,16,21시
7886,minor_male,미성년 남성,beverage,음료,탄산수,1200,3.4,16,15시
7888,adult_female,성년 여성,premium,프리미엄,수입과자,8000,6.3,16,16시
7888,adult_female,성년 여성,beverage,음료,두유,1500,8.3,16,16시
7888,adult_female,성년 여성,snack,과자/스낵,사탕,800,9.9,16,16시
7890,adult_female,성년 여성,beverage,음료,이온음료,1800,5.8,16,13시
7891,adult_female,성년 여성,cosmetic,화장품,BB크림,18000,8.4,16,16시
7892,adult_male,성년 남성,beverage,음료,에너지드링크,2200,9.0,16,13시
7892,adult_male,성년 남성,daily,생활용품,칫솔,3000,5.3,16,13시
7892,adult_male,성년 남성,cosmetic,화장품,아이라이너,12000,5.2,16,13시
7893,adult_female,성년 여성,premium,프리미엄,샴페인,35000,8.2,16,11시
7893,adult_female,성년 여성,beverage,음료,두유,1500,7.7,16,11시
7894,adult_female,성년 여성,beverage,음료,탄산수,1200,7.8,16,19시
7895,adult_female,성년 여성,premium,프리미엄,수입과자,8000,8.9,16,18시
7895,adult_female,성년 여성,daily,생활용품,핸드크림,6000,9.4,16,18시
7896,adult_female,성년 여성,bakery,베이커리,케이크,15000,8.6,16,14시
7897,adult_female,성년 여성,cosmetic,화장품,마스카라,12000,6.9,16,13시
7897,adult_female,성년 여성,snack,과자/스낵,허니버터칩,2000,4.0,16,13시
7899,minor_female,미성년 여성,bakery,베이커리,치즈케이크,6000,3.3,16,14시
7899,minor_female,미성년 여성,snack,과자/스낵,오레오,2200,1.6,16,14시
7900,adult_female,성년 여성,beverage,음료,콜라,1500,4.6,16,13시
